Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
22:40:36:27.649,61,0.0095556993,0.1905432492,0.2477431148,0.0000000000,0.0000000000,0.0501207188,0.0355124101,0.0095551005,0.1920129806,0.0000000000,0.1358332634,0.0000000000,0.0500474535,0.0352650732,0.1003810093,0.0000000000,0.0492933616,0.1318104565,0.0613999888,0.0654824972,0.0495437011,0.0000000000,0.0206426103,0.4849384129,0.5161783695,0.0000000000,0.0000000000,0.1165258735,0.1295273304,0.2718001008,0.2938996255,0.0922025815,0.0483946428,0.1111207902,0.0838744044,0.0619150139,0.0600966662,0.5388952494,0.5444487333,0.1033074111,0.1202879623,0.0000000000,0.0000000000,0.5808657408,0.3510432541,0.3513790071,0.0250339136,0.1343633235,0.1219913960,0.0943266228,0.1146594137,0.0000034750,0.0850052610,-0.2182000577,0.0398766622,0.0824043900,0.1176952943,0.0097323088,0.1503058523,0.1177296862,0.0177089591
22:40:36:28.650,61,0.0085398424,0.1967935264,0.2495299429,0.0000000000,0.0000000000,0.0501401164,0.0609630235,0.0085364720,0.1983263344,0.0000000000,0.1376274228,0.0000000000,0.0500659905,0.0606981628,0.1054889411,0.0000000000,0.0544611253,0.1442839503,0.0592110939,0.0661554337,0.0441769883,0.0000000000,0.0205143932,0.5448841453,0.5696405172,0.0000000000,0.0000000000,0.1136208996,0.1256755590,0.3074566126,0.3256011903,0.0836328715,0.0450777747,0.0919504240,0.0708619058,0.0557630807,0.0541000701,0.6125162840,0.6162984967,0.1161712855,0.1330382526,0.0000000000,0.0000000000,0.5827279091,0.3567512929,0.3570130765,0.0217923541,0.1408549547,0.1252861470,0.1005921289,0.1215367988,0.0000035145,0.0864448696,-0.2148338854,0.0412272215,0.0834541395,0.1215758622,0.0101841120,0.1513205916,0.1216107681,0.0184208918
22:40:36:29.651,61,0.0077231484,0.2053968757,0.2508069277,0.0000000000,0.0000000000,0.0500556417,0.0796367005,0.0077185375,0.2070070207,0.0000000000,0.1389756948,0.0000000000,0.0499805063,0.0794135109,0.1116662025,0.0000000000,0.0604821034,0.1511930078,0.0538737290,0.0656863078,0.0399867259,0.0000000000,0.0201862082,0.5900267363,0.6053627729,0.0000000000,0.0000000000,0.1087802574,0.1170713603,0.3594734371,0.3839382827,0.0766346678,0.0397028625,0.0820341259,0.0644863695,0.0524844751,0.0509249307,0.6928123832,0.6944086552,0.1505976766,0.1652939320,0.0000000000,0.0000000000,0.5868479013,0.3772446513,0.3774074912,0.0198801160,0.1456914991,0.1272809505,0.1092418060,0.1292746961,0.0000006590,0.0876439288,-0.2097516209,0.0440846048,0.0842159763,0.1269055903,0.0107321134,0.1519954801,0.1269410998,0.0193217713
22:40:36:30.651,61,0.0070348084,0.2151149660,0.2533265352,0.0000000000,0.0000000000,0.0498546772,0.0880281478,0.0070297569,0.2168234140,0.0000000000,0.1415390670,0.0000000000,0.0497785173,0.0878227428,0.1155387983,0.0000000000,0.0667747110,0.1549636424,0.0480985306,0.0648113117,0.0371674486,0.0000000000,0.0198000818,0.6172745228,0.6300927997,0.0000000000,0.0000000000,0.1029621512,0.1091919765,0.3764134347,0.4023113251,0.0698933378,0.0346417613,0.0766461119,0.0609959289,0.0505960695,0.0490682386,0.7236893177,0.7251202464,0.1762301624,0.1917147487,0.0000000000,0.0000000000,0.5979050994,0.3890252709,0.3891924322,0.0185734592,0.1528636366,0.1308081299,0.1160418168,0.1361345500,0.0000001864,0.0882377699,-0.2043409497,0.0467494838,0.0857021585,0.1329407096,0.0114463754,0.1534036398,0.1329769492,0.0204370115
22:40:36:31.652,61,0.0064351889,0.2258611917,0.2543677092,0.0000000000,0.0000000000,0.0495637655,0.0925444216,0.0064301072,0.2276631147,0.0000000000,0.1426839978,0.0000000000,0.0494867675,0.0923480242,0.1199774519,0.0000000000,0.0719649196,0.1581708193,0.0429932699,0.0639238656,0.0354435742,0.0000000000,0.0193491466,0.6373059154,0.6466107965,0.0000000000,0.0000000000,0.0991944447,0.1044047177,0.3872872293,0.4154478610,0.0648680627,0.0303607415,0.0738885775,0.0592797734,0.0494900048,0.0479752608,0.7441841960,0.7454257011,0.2131335139,0.2265672833,0.0000000000,0.0000000000,0.6118962765,0.4054299891,0.4056299329,0.0176054873,0.1594949663,0.1343677491,0.1219346151,0.1419786364,0.0000002168,0.0888132676,-0.1994688213,0.0495279320,0.0863170698,0.1395945847,0.0121126305,0.1538959891,0.1396316290,0.0215408914
22:40:36:32.653,61,0.0059014801,0.2328094691,0.2553062737,0.0000000000,0.0000000000,0.0493178405,0.0948543921,0.0058965720,0.2346751839,0.0000000000,0.1436426342,0.0000000000,0.0492398143,0.0946620330,0.1221046224,0.0000000000,0.0756783783,0.1598132700,0.0396701172,0.0631374940,0.0342417993,0.0000000000,0.0189792253,0.6496710181,0.6577377319,0.0000000000,0.0000000000,0.0971358642,0.1019736752,0.3967953920,0.4291907847,0.0616443045,0.0275124684,0.0725686178,0.0585396998,0.0488345847,0.0473141558,0.7540454865,0.7555456161,0.2260162383,0.2395179719,0.0000000000,0.0000000000,0.6211521626,0.4153033495,0.4154953063,0.0168470535,0.1648377180,0.1380470097,0.1256403327,0.1459021568,0.0000002520,0.0888460949,-0.1941662431,0.0511056185,0.0868439376,0.1439009756,0.0125674345,0.1543705463,0.1439385712,0.0222821645
22:40:36:33.652,61,0.0054200059,0.2351100892,0.2569167316,0.0000000000,0.0000000000,0.0491296314,0.1079962552,0.0054153651,0.2370082289,0.0000000000,0.1453987807,0.0000000000,0.0490502752,0.1078245789,0.1268105358,0.0000000000,0.0781087875,0.1608767211,0.0370157212,0.0623857602,0.0333049819,0.0000000000,0.0187598784,0.6620137095,0.6704166532,0.0000000000,0.0000000000,0.0957322866,0.1003973633,0.4217755497,0.4586213231,0.0592980944,0.0253513698,0.0721008778,0.0584493540,0.0484534092,0.0469320230,0.7653540969,0.7673676610,0.2430036217,0.2597025931,0.0000000000,0.0000000000,0.6254577637,0.4226017594,0.4227967560,0.0162466727,0.1682856530,0.1408640891,0.1278254837,0.1484886557,0.0000002765,0.0889329016,-0.1913585812,0.0521237738,0.0878873989,0.1453450620,0.0128474534,0.1553124934,0.1453827322,0.0226450097
22:40:36:34.653,61,0.0049820938,0.2352171987,0.2587430477,0.0000000000,0.0000000000,0.0491306484,0.1136855334,0.0049777571,0.2371328026,0.0000000000,0.1473386884,0.0000000000,0.0490487181,0.1135215163,0.1299279928,0.0000000000,0.0806365460,0.1613229364,0.0348280668,0.0618296154,0.0325389989,0.0000000000,0.0185967535,0.6668434143,0.6751856804,0.0000000000,0.0000000000,0.0946520641,0.0992462263,0.4338880479,0.4713751078,0.0575081669,0.0237265136,0.0722746998,0.0592847243,0.0483139679,0.0467834510,0.7716964483,0.7737014294,0.2589128911,0.2762818635,0.0000000000,0.0000000000,0.6311738491,0.4379276633,0.4381371737,0.0157453287,0.1740681380,0.1454899907,0.1295195669,0.1510599256,0.0000002667,0.0891262889,-0.1890412718,0.0522561520,0.0890589431,0.1454366446,0.0130265625,0.1564148664,0.1454743743,0.0228189472
22:40:36:35.654,61,0.0045818598,0.2359321266,0.2602607906,0.0000000000,0.0000000000,0.0492696166,0.1165543050,0.0045778332,0.2378675193,0.0000000000,0.1489390880,0.0000000000,0.0491845496,0.1163928658,0.1315187514,0.0000000000,0.0819920674,0.1612246037,0.0335051678,0.0613523461,0.0319072120,0.0000000000,0.0184814278,0.6694084406,0.6778272986,0.0000000000,0.0000000000,0.0937602147,0.0983720347,0.4391800761,0.4771091044,0.0563722402,0.0226029232,0.0740772188,0.0614320822,0.0482812785,0.0467440411,0.7741767764,0.7762442827,0.2649831772,0.2827731073,0.0000000000,0.0000000000,0.6334554553,0.4430985153,0.4433136880,0.0153076928,0.1780801862,0.1493472159,0.1306556761,0.1527970731,0.0000003281,0.0894514322,-0.1879350096,0.0523997359,0.0900203288,0.1458999515,0.0132093290,0.1573221534,0.1459376663,0.0230242871
22:40:36:36.655,61,0.0042150090,0.2403728962,0.2617635727,0.0000000000,0.0000000000,0.0492550433,0.1180031896,0.0042112847,0.2423582375,0.0000000000,0.1505331248,0.0000000000,0.0491682701,0.1178435460,0.1318912804,0.0000000000,0.0828656331,0.1527020335,0.0324896611,0.0611858070,0.0314087830,0.0000000000,0.0181802064,0.6701753736,0.6786327362,0.0000000000,0.0000000000,0.0920944884,0.0969190896,0.4218811691,0.4536765218,0.0556010753,0.0216885880,0.0797986463,0.0663949251,0.0482772700,0.0467256270,0.7463610768,0.7469451427,0.2683553100,0.2862697840,0.0000000000,0.0000000000,0.6347364187,0.4456609488,0.4458822608,0.0149140954,0.1803292930,0.1515856385,0.1314837039,0.1539504230,0.0000003817,0.0903623626,-0.1879523546,0.0529245399,0.0909467414,0.1486672014,0.0136016887,0.1581669748,0.1487051845,0.0235921144
22:40:36:37.655,61,0.0038781895,0.2443215102,0.2614834905,0.0000000000,0.0000000000,0.0491182730,0.1187318638,0.0038747520,0.2463361919,0.0000000000,0.1502426863,0.0000000000,0.0490311123,0.1185744777,0.1315433830,0.0000000000,0.0833022669,0.1401665211,0.0316261314,0.0610957444,0.0309892613,0.0000000000,0.0178365558,0.6696682572,0.6785547137,0.0000000000,0.0000000000,0.0904956236,0.0956578106,0.4004805088,0.4321870506,0.0551586822,0.0209121518,0.0869420469,0.0724164248,0.0483483784,0.0467882082,0.7316505909,0.7326474786,0.2704864740,0.2884580791,0.0000000000,0.0000000000,0.6361821890,0.4466502070,0.4468771517,0.0145743582,0.1819770932,0.1536678374,0.1321588755,0.1549073160,0.0000003817,0.0913905352,-0.1878127456,0.0528021343,0.0907380283,0.1511045694,0.0137964189,0.1579405069,0.1511429399,0.0239505731
22:40:36:38.657,61,0.0035686381,0.2477066219,0.2611247003,0.0000000000,0.0000000000,0.0488607027,0.1189481616,0.0035654691,0.2497452050,0.0000000000,0.1498736143,0.0000000000,0.0487743206,0.1187932789,0.1307209879,0.0000000000,0.0833849981,0.1276991069,0.0308123380,0.0610622838,0.0306529272,0.0000000000,0.0174683835,0.6690546274,0.6782103777,0.0000000000,0.0000000000,0.0892446786,0.0947268754,0.3747930229,0.4041951895,0.0550031140,0.0202140678,0.0987689197,0.0823240057,0.0485337935,0.0469728485,0.7107934952,0.7121820450,0.2785668373,0.2970237434,0.0000000000,0.0000000000,0.6384296417,0.4457894862,0.4460380971,0.0142886620,0.1836605221,0.1562010497,0.1328466088,0.1565008909,0.0000003758,0.0921770707,-0.1882504374,0.0533860140,0.0904862881,0.1531923264,0.0139513053,0.1576740146,0.1532309204,0.0242458954
22:40:36:39.657,61,0.0032839836,0.2491847426,0.2616904080,0.0000000000,0.0000000000,0.0485767350,0.1188077480,0.0032810641,0.2512411773,0.0000000000,0.1504437178,0.0000000000,0.0484914854,0.1186555997,0.1287460923,0.0000000000,0.0831986815,0.1188481376,0.0300443154,0.0611003041,0.0303776879,0.0000000000,0.0171021502,0.6686352491,0.6780468225,0.0000000000,0.0000000000,0.0882852674,0.0939439610,0.3572117388,0.3853343725,0.0549568534,0.0195688363,0.1058577821,0.0886743963,0.0487925746,0.0472269803,0.7011934519,0.7024574280,0.2868984342,0.3054431379,0.0000000000,0.0000000000,0.6388528347,0.4375396967,0.4378785491,0.0140395444,0.1854043752,0.1585361063,0.1335737705,0.1582985222,0.0000002615,0.0923666582,-0.1877435446,0.0540138930,0.0908176303,0.1541146785,0.0140878865,0.1579935551,0.1541533917,0.0244431328
22:40:36:40.658,61,0.0030221357,0.2497154027,0.2617878318,0.0000000000,0.0000000000,0.0482958369,0.1188066006,0.0030194474,0.2517767251,0.0000000000,0.1505658180,0.0000000000,0.0482116714,0.1186572462,0.1275136173,0.0000000000,0.0829008594,0.1118195578,0.0293341596,0.0611207448,0.0300973840,0.0000000000,0.0166922268,0.6684752107,0.6780371070,0.0000000000,0.0000000000,0.0875231922,0.0933207050,0.3486472666,0.3766415417,0.0550655723,0.0189755149,0.1121882945,0.0938897505,0.0491195396,0.0475379117,0.6954315305,0.6965685487,0.2929766476,0.3105841875,0.0000000000,0.0000000000,0.6333143115,0.4266404808,0.4270680249,0.0138100162,0.1869271249,0.1601452231,0.1353333741,0.1606928259,0.0000001671,0.0928234234,-0.1880934834,0.0544827692,0.0908867121,0.1544441879,0.0141291963,0.1580443978,0.1544829756,0.0245040320
22:40:36:41.658,61,0.0027812202,0.2507868409,0.2626249492,0.0000000000,0.0000000000,0.0480344780,0.1182566285,0.0027787457,0.2528654635,0.0000000000,0.1514198333,0.0000000000,0.0479512736,0.1181181222,0.1267526299,0.0000000000,0.0826162174,0.1087065786,0.0285713505,0.0612507723,0.0298255403,0.0000000000,0.0162509512,0.6687238812,0.6783920527,0.0000000000,0.0000000000,0.0866587758,0.0926003978,0.3406659961,0.3669014871,0.0549709536,0.0184118804,0.1145622805,0.0961075872,0.0495142154,0.0479075797,0.7025800347,0.7021076679,0.3108746707,0.3259724975,0.0000000000,0.0000000000,0.6291806698,0.4212893546,0.4217692912,0.0135853887,0.1890957654,0.1619573385,0.1364827007,0.1622423381,0.0000007227,0.0931135714,-0.1880659163,0.0549880415,0.0913927183,0.1551192999,0.0142707303,0.1585335582,0.1551581323,0.0246883221
22:40:36:42.658,61,0.0025595389,0.2519288361,0.2632344961,0.0000000000,0.0000000000,0.0477772616,0.1167951226,0.0025572614,0.2540227175,0.0000000000,0.1520673484,0.0000000000,0.0476947911,0.1166751534,0.1261345297,0.0000000000,0.0823716372,0.1036320254,0.0278518088,0.0613498390,0.0295455456,0.0000000000,0.0157787204,0.6687428355,0.6783175468,0.0000000000,0.0000000000,0.0860729888,0.0921359435,0.3375672698,0.3635832071,0.0550103970,0.0178840030,0.1169940606,0.0988429263,0.0500470065,0.0483784191,0.7038909197,0.7030728459,0.3165533543,0.3308438659,0.0000000000,0.0000000000,0.6208193898,0.4173814654,0.4179047048,0.0133924764,0.1900297403,0.1627343446,0.1380569935,0.1633324325,0.0000056932,0.0938789621,-0.1888132542,0.0559559576,0.0917733610,0.1558347791,0.0143971592,0.1588841677,0.1558736563,0.0248583592
22:40:36:43.659,61,0.0023555425,0.2545770705,0.2622802556,0.0000000000,0.0000000000,0.0475346968,0.1115554050,0.0023534463,0.2566824555,0.0000000000,0.1511088908,0.0000000000,0.0474526510,0.1114766672,0.1146943346,0.0000000000,0.0821494386,0.0852048323,0.0272772685,0.0615363419,0.0293109994,0.0000000000,0.0152338911,0.6351732612,0.6331688762,0.0000000000,0.0000000000,0.0857082754,0.0919145495,0.3359577358,0.3646682203,0.0557440594,0.0173701625,0.1704482883,0.1394972205,0.0506144091,0.0488659628,0.6122587919,0.6138982177,0.3163358867,0.3291476965,0.0000000000,0.0000000000,0.6159103513,0.4135141671,0.4140576720,0.0132445600,0.1903856546,0.1629649401,0.1413078606,0.1644052714,0.0000118526,0.0945851132,-0.1896632314,0.0556210056,0.0911715925,0.1574577540,0.0144544523,0.1582680494,0.1574968398,0.0250248592
22:40:36:44.660,61,0.0021678130,0.2563176453,0.2613439560,0.0000000000,0.0000000000,0.0472486727,0.1093960553,0.0021658838,0.2584272325,0.0000000000,0.1501631290,0.0000000000,0.0471673869,0.1093361527,0.1078703851,0.0000000000,0.0818638355,0.0768625438,0.0268319435,0.0618303865,0.0291092657,0.0000000000,0.0146934390,0.6260177493,0.6214391589,0.0000000000,0.0000000000,0.0855695829,0.0919359401,0.3349291980,0.3649772108,0.0577428937,0.0168950967,0.1849369556,0.1506299824,0.0512317009,0.0494028069,0.5830392241,0.5855070353,0.3096332252,0.3222732246,0.0000000000,0.0000000000,0.6118963361,0.4114332199,0.4119697511,0.0131476717,0.1903191805,0.1628657877,0.1440228224,0.1654595882,0.0000189744,0.0941291824,-0.1897486895,0.0546595082,0.0905856639,0.1585196406,0.0144603029,0.1576765478,0.1585588604,0.0251030400
22:40:36:45.661,61,0.0019950494,0.2565123439,0.2608817220,0.0000000000,0.0000000000,0.0470007285,0.1081203148,0.0019932739,0.2586185336,0.0000000000,0.1497068852,0.0000000000,0.0469200350,0.1080695018,0.1044945866,0.0000000000,0.0815969855,0.0727281347,0.0264787562,0.0621904805,0.0289183315,0.0000000000,0.0141677419,0.6209284067,0.6153870225,0.0000000000,0.0000000000,0.0855893865,0.0921197385,0.3344209492,0.3662555516,0.0599340796,0.0164728072,0.1924203336,0.1563630402,0.0518792048,0.0499699377,0.5690736175,0.5718922019,0.3038092256,0.3163019419,0.0000000000,0.0000000000,0.6091174483,0.4101049304,0.4106393158,0.0130861504,0.1901488602,0.1626774371,0.1462726295,0.1666074693,0.0000273242,0.0937023610,-0.1900771409,0.0535977855,0.0903087631,0.1586329639,0.0144267054,0.1573947221,0.1586721390,0.0250767656
22:40:36:46.661,61,0.0018360566,0.2572251260,0.2603779137,0.0000000000,0.0000000000,0.0467641167,0.1078394055,0.0018344225,0.2593317330,0.0000000000,0.1491919756,0.0000000000,0.0466841795,0.1077935323,0.1024931520,0.0000000000,0.0813324228,0.0703641772,0.0262214802,0.0626314506,0.0287654698,0.0000000000,0.0136487354,0.6179749966,0.6123006940,0.0000000000,0.0000000000,0.0856431872,0.0923127159,0.3343651593,0.3687615097,0.0616139844,0.0160852969,0.1962095946,0.1592205465,0.0524896942,0.0505043380,0.5616115928,0.5645833611,0.2978080809,0.3102486134,0.0000000000,0.0000000000,0.6075894237,0.4096443355,0.4101735651,0.0130529078,0.1899351180,0.1624812037,0.1476812214,0.1674999446,0.0000333509,0.0931811780,-0.1905362159,0.0520335436,0.0899919122,0.1590658724,0.0144161275,0.1570799649,0.1591051519,0.0250964779
22:40:36:47.663,61,0.0016897358,0.2582849562,0.2593934238,0.0000000000,0.0000000000,0.0465204194,0.1077643558,0.0016882318,0.2603899837,0.0000000000,0.1481713653,0.0000000000,0.0464414209,0.1077214926,0.1011559591,0.0000000000,0.0810910240,0.0689493343,0.0260277484,0.0630891919,0.0286492370,0.0000000000,0.0131759057,0.6160148382,0.6106224060,0.0000000000,0.0000000000,0.0855953321,0.0923893452,0.3347259462,0.3739039600,0.0627370477,0.0157099701,0.1981403679,0.1606794894,0.0530145429,0.0509549007,0.5574696064,0.5605302453,0.2954365611,0.3078780472,0.0000000000,0.0000000000,0.6039714813,0.4068215787,0.4073272943,0.0130120004,0.1897560358,0.1623505056,0.1496962905,0.1692393571,0.0000423343,0.0927798823,-0.1913006306,0.0510243438,0.0893670470,0.1597059667,0.0143749025,0.1564699262,0.1597452909,0.0251021236
22:40:36:48.663,61,0.0015550765,0.2593047321,0.2581683993,0.0000000000,0.0000000000,0.0462203473,0.1079895049,0.0015536924,0.2614052296,0.0000000000,0.1469018012,0.0000000000,0.0461424962,0.1079468876,0.1001936793,0.0000000000,0.0810131803,0.0683909804,0.0259514060,0.0634420291,0.0286039077,0.0000000000,0.0128805889,0.6134319305,0.6095356345,0.0000000000,0.0000000000,0.0855536386,0.0924628377,0.3437754810,0.3948394358,0.0640219748,0.0153597016,0.1989464760,0.1612396687,0.0534050874,0.0512896515,0.5549210310,0.5581427217,0.2919532061,0.3055873811,0.0000000000,0.0000000000,0.6028420925,0.4059517384,0.4064435959,0.0129619548,0.1894539744,0.1621331722,0.1507725418,0.1702286154,0.0000528923,0.0928144753,-0.1923682839,0.0506390445,0.0885925218,0.1603175402,0.0143061690,0.1557155401,0.1603569388,0.0250794031
22:40:36:49.664,61,0.0014311488,0.2591530979,0.2579984665,0.0000000000,0.0000000000,0.0460021570,0.1071674228,0.0014298751,0.2612511218,0.0000000000,0.1466862708,0.0000000000,0.0459251441,0.1071190685,0.0996468440,0.0000000000,0.0810598582,0.0710911676,0.0258703083,0.0639104843,0.0286170654,0.0000000000,0.0127281025,0.6126241088,0.6101699471,0.0000000000,0.0000000000,0.0852523819,0.0922447667,0.3462989628,0.4004151523,0.0646943375,0.0150347492,0.1829161793,0.1546605378,0.0536953285,0.0515285060,0.5724756718,0.5777761340,0.2912370265,0.3055503070,0.0000000000,0.0000000000,0.6011183262,0.4001126885,0.4005912542,0.0128891030,0.1897945255,0.1624791473,0.1528550982,0.1740936041,0.0000573904,0.0929784253,-0.1933827996,0.0503463708,0.0884639099,0.1602211297,0.0142767215,0.1556153893,0.1602606028,0.0250480976
22:40:36:50.664,61,0.0013170976,0.2595239580,0.2571112812,0.0000000000,0.0000000000,0.0457860567,0.1031249538,0.0013159254,0.2616168261,0.0000000000,0.1456908137,0.0000000000,0.0457097441,0.1030262560,0.1012601256,0.0000000000,0.0813668743,0.1000694036,0.0257705320,0.0641973689,0.0286299679,0.0000000000,0.0126973055,0.6502009034,0.6609760523,0.0000000000,0.0000000000,0.0849518552,0.0919561833,0.3479543626,0.4025457203,0.0647904947,0.0147794327,0.1311554164,0.1146254987,0.0539570935,0.0517628342,0.6666606665,0.6710001230,0.2933299839,0.3086402118,0.0000000000,0.0000000000,0.6014515758,0.3986916542,0.3991608620,0.0127913570,0.1941471994,0.1654112637,0.1537847668,0.1756620109,0.0000862776,0.0936909840,-0.1944230199,0.0506873131,0.0878604278,0.1604368091,0.0141990101,0.1550747454,0.1604762822,0.0249959752
22:40:36:51.665,61,0.0012121353,0.2593996823,0.2567278743,0.0000000000,0.0000000000,0.0456096716,0.1006771475,0.0012110566,0.2614885867,0.0000000000,0.1452178657,0.0000000000,0.0455337018,0.1005532146,0.1038104892,0.0000000000,0.0817970186,0.1124204919,0.0257575009,0.0644799843,0.0286527742,0.0000000000,0.0127400411,0.6596338153,0.6737407446,0.0000000000,0.0000000000,0.0847154781,0.0916925371,0.3490820527,0.4026861191,0.0647231862,0.0145874089,0.1167749539,0.1036707237,0.0541481934,0.0519409589,0.6907566786,0.6950325966,0.2939658463,0.3096754849,0.0000000000,0.0000000000,0.6049013138,0.3984248638,0.3988803625,0.0126863960,0.2000608444,0.1698279977,0.1544997394,0.1768420339,0.0000917482,0.0947767869,-0.1976867616,0.0525013320,0.0875763372,0.1603541374,0.0141458027,0.1548454165,0.1603935957,0.0249462463
22:40:36:52.666,61,0.0011155377,0.2597322762,0.2570773065,0.0000000000,0.0000000000,0.0454083160,0.0946645737,0.0011145450,0.2618287802,0.0000000000,0.1454773545,0.0000000000,0.0453323349,0.0945092812,0.1049752012,0.0000000000,0.0822220892,0.1232030392,0.0257708095,0.0645688549,0.0286837053,0.0000000000,0.0129157212,0.6643922925,0.6801128387,0.0000000000,0.0000000000,0.0844877288,0.0914309099,0.3493586183,0.3944960237,0.0643910766,0.0144305211,0.1092128754,0.0977229252,0.0541919284,0.0519915372,0.7020523548,0.7063772082,0.2941811085,0.3102208972,0.0000000000,0.0000000000,0.6129730940,0.3989985883,0.3994530737,0.0125389155,0.2023834437,0.1716287881,0.1548767537,0.1776043922,0.0000796821,0.0956480950,-0.2004026473,0.0544535257,0.0877298862,0.1605649590,0.0141894883,0.1550510675,0.1606045514,0.0250125024
